Channel,End Date,Geo ID,Geo Name,Load Date,Product ID,Site Name,Start Date,Time Bucket,Audio Complete,Bounce,Page View,PDF Download,SessionDuration(sec),Signup Attemps,Site Visit
Paid,12/20/2021,1,India,12/1/2021,1002345,www.gov.in,1/1/2021,YTD,3,423,28,17,110,9,562
Paid,12/20/2021,1,India,9/1/2021,1002345,www.gov.in,1/1/2021,YTD,4,415,39,16,37,9,578
Paid,12/20/2021,1,India,4/16/2021,1002345,www.gov.in,1/1/2021,YTD,6,427,30,6,93,9,567
Paid,12/20/2021,1,India,5/12/2021,1002345,www.gov.in,1/1/2021,YTD,6,415,24,13,104,9,567
Paid,12/20/2021,1,India,11/15/2021,1002345,www.gov.in,1/1/2021,YTD,6,417,33,18,97,9,550
Paid,12/20/2021,1,India,7/16/2021,1002345,www.gov.in,1/1/2021,YTD,7,400,28,4,115,9,568
Paid,12/20/2021,1,India,2/21/2021,1002345,www.gov.in,1/1/2021,YTD,7,413,27,5,83,9,552
Paid,12/20/2021,1,India,10/21/2021,1002345,www.gov.in,1/1/2021,YTD,7,411,22,8,40,9,578
Paid,12/20/2021,1,India,11/4/2021,1002345,www.gov.in,1/1/2021,YTD,10,423,30,15,31,9,553
Paid,12/20/2021,1,India,7/12/2021,1002345,www.gov.in,1/1/2021,YTD,11,420,32,8,116,9,551
Paid,12/20/2021,1,India,5/21/2021,1002345,www.gov.in,1/1/2021,YTD,13,426,26,6,96,9,561
Paid,12/20/2021,1,India,9/8/2021,1002345,www.gov.in,1/1/2021,YTD,13,415,32,7,41,9,577
Paid,12/20/2021,1,India,8/7/2021,1002345,www.gov.in,1/1/2021,YTD,13,420,36,10,44,9,576
Paid,12/20/2021,1,India,3/5/2021,1002345,www.gov.in,1/1/2021,YTD,14,413,24,7,60,9,560
Paid,12/20/2021,1,India,9/13/2021,1002345,www.gov.in,1/1/2021,YTD,2,413,21,1,30,10,572
Paid,12/20/2021,1,India,10/8/2021,1002345,www.gov.in,1/1/2021,YTD,3,418,26,8,120,10,554
Paid,12/20/2021,1,India,9/8/2021,1002345,www.gov.in,1/1/2021,YTD,3,424,32,14,30,10,559
Paid,12/20/2021,1,India,11/16/2021,1002345,www.gov.in,1/1/2021,YTD,4,426,35,14,62,10,568
Paid,12/20/2021,1,India,6/11/2021,1002345,www.gov.in,1/1/2021,YTD,6,416,21,1,84,10,559
Paid,12/20/2021,1,India,8/22/2021,1002345,www.gov.in,1/1/2021,YTD,7,429,32,7,74,10,574
Paid,12/20/2021,1,India,1/15/2021,1002345,www.gov.in,1/1/2021,YTD,8,402,26,2,106,10,559
Paid,12/20/2021,1,India,11/18/2021,1002345,www.gov.in,1/1/2021,YTD,8,421,33,9,70,10,563
Paid,12/20/2021,1,India,2/13/2021,1002345,www.gov.in,1/1/2021,YTD,10,415,31,2,93,10,573
Paid,12/20/2021,1,India,1/20/2021,1002345,www.gov.in,1/1/2021,YTD,10,423,22,7,99,10,570
Paid,12/20/2021,1,India,1/26/2021,1002345,www.gov.in,1/1/2021,YTD,10,410,32,9,58,10,566
Paid,12/20/2021,1,India,4/26/2021,1002345,www.gov.in,1/1/2021,YTD,11,427,36,16,109,10,580
Paid,12/20/2021,1,India,8/25/2021,1002345,www.gov.in,1/1/2021,YTD,12,414,40,6,118,10,561
Paid,12/20/2021,1,India,4/7/2021,1002345,www.gov.in,1/1/2021,YTD,15,430,40,16,42,10,558
Paid,12/20/2021,1,India,1/1/2021,1002345,www.gov.in,1/1/2021,YTD,16,400,23,1,39,10,562
Paid,12/20/2021,1,India,3/14/2021,1002345,www.gov.in,1/1/2021,YTD,16,412,32,14,84,10,571
Paid,12/20/2021,1,India,10/25/2021,1002345,www.gov.in,1/1/2021,YTD,1,413,34,5,99,11,574
Paid,12/20/2021,1,India,6/17/2021,1002345,www.gov.in,1/1/2021,YTD,5,402,20,10,105,11,551
Paid,12/20/2021,1,India,2/16/2021,1002345,www.gov.in,1/1/2021,YTD,7,419,31,11,52,11,556
Paid,12/20/2021,1,India,1/18/2021,1002345,www.gov.in,1/1/2021,YTD,8,406,22,15,102,11,551
Paid,12/20/2021,1,India,3/22/2021,1002345,www.gov.in,1/1/2021,YTD,9,406,40,9,75,11,569
Paid,12/20/2021,1,India,8/10/2021,1002345,www.gov.in,1/1/2021,YTD,9,412,23,12,92,11,561
Paid,12/20/2021,1,India,1/31/2021,1002345,www.gov.in,1/1/2021,YTD,9,413,24,15,107,11,551
Paid,12/20/2021,1,India,11/25/2021,1002345,www.gov.in,1/1/2021,YTD,10,402,33,2,80,11,552
Paid,12/20/2021,1,India,12/15/2021,1002345,www.gov.in,1/1/2021,YTD,11,409,35,1,56,11,573
Paid,12/20/2021,1,India,10/8/2021,1002345,www.gov.in,1/1/2021,YTD,12,419,34,8,101,11,568
Paid,12/20/2021,1,India,11/27/2021,1002345,www.gov.in,1/1/2021,YTD,12,402,34,13,88,11,566
Paid,12/20/2021,1,India,1/10/2021,1002345,www.gov.in,1/1/2021,YTD,12,427,27,18,80,11,552
Paid,12/20/2021,1,India,4/24/2021,1002345,www.gov.in,1/1/2021,YTD,13,411,20,5,73,11,580
Paid,12/20/2021,1,India,11/29/2021,1002345,www.gov.in,1/1/2021,YTD,16,423,35,6,76,11,567
Paid,12/20/2021,1,India,1/29/2021,1002345,www.gov.in,1/1/2021,YTD,16,418,36,7,99,11,561
Paid,12/20/2021,1,India,11/27/2021,1002345,www.gov.in,1/1/2021,YTD,2,408,21,11,105,12,578
Paid,12/20/2021,1,India,3/30/2021,1002345,www.gov.in,1/1/2021,YTD,2,427,24,13,34,12,557
Paid,12/20/2021,1,India,10/2/2021,1002345,www.gov.in,1/1/2021,YTD,2,428,30,13,101,12,572
Paid,12/20/2021,1,India,10/29/2021,1002345,www.gov.in,1/1/2021,YTD,3,402,30,2,116,12,552
Paid,12/20/2021,1,India,6/14/2021,1002345,www.gov.in,1/1/2021,YTD,4,404,20,9,32,12,575
Paid,12/20/2021,1,India,6/26/2021,1002345,www.gov.in,1/1/2021,YTD,4,403,39,16,93,12,563
Paid,12/20/2021,1,India,7/6/2021,1002345,www.gov.in,1/1/2021,YTD,6,424,24,5,45,12,578
Paid,12/20/2021,1,India,1/6/2021,1002345,www.gov.in,1/1/2021,YTD,6,421,21,7,40,12,579
Paid,12/20/2021,1,India,6/1/2021,1002345,www.gov.in,1/1/2021,YTD,7,426,33,6,77,12,578
Paid,12/20/2021,1,India,12/9/2021,1002345,www.gov.in,1/1/2021,YTD,8,404,35,2,37,12,562
Paid,12/20/2021,1,India,5/26/2021,1002345,www.gov.in,1/1/2021,YTD,9,413,35,1,100,12,569
Paid,12/20/2021,1,India,10/14/2021,1002345,www.gov.in,1/1/2021,YTD,10,404,36,17,92,12,560
Paid,12/20/2021,1,India,8/7/2021,1002345,www.gov.in,1/1/2021,YTD,11,412,33,13,80,12,569
Paid,12/20/2021,1,India,9/2/2021,1002345,www.gov.in,1/1/2021,YTD,12,428,25,7,43,12,559
Paid,12/20/2021,1,India,10/17/2021,1002345,www.gov.in,1/1/2021,YTD,12,420,29,8,75,12,577
Paid,12/20/2021,1,India,3/26/2021,1002345,www.gov.in,1/1/2021,YTD,12,403,25,9,71,12,570
Paid,12/20/2021,1,India,6/20/2021,1002345,www.gov.in,1/1/2021,YTD,12,414,40,13,114,12,565
Paid,12/20/2021,1,India,5/24/2021,1002345,www.gov.in,1/1/2021,YTD,13,424,28,2,46,12,562
Paid,12/20/2021,1,India,6/19/2021,1002345,www.gov.in,1/1/2021,YTD,13,420,38,5,119,12,560
Paid,12/20/2021,1,India,3/6/2021,1002345,www.gov.in,1/1/2021,YTD,13,428,21,8,111,12,580
Paid,12/20/2021,1,India,1/18/2021,1002345,www.gov.in,1/1/2021,YTD,13,429,29,11,106,12,566
Paid,12/20/2021,1,India,12/12/2021,1002345,www.gov.in,1/1/2021,YTD,1,410,29,6,30,13,580
Paid,12/20/2021,1,India,9/4/2021,1002345,www.gov.in,1/1/2021,YTD,1,416,35,6,74,13,573
Paid,12/20/2021,1,India,3/23/2021,1002345,www.gov.in,1/1/2021,YTD,1,424,37,14,106,13,554
Paid,12/20/2021,1,India,11/20/2021,1002345,www.gov.in,1/1/2021,YTD,2,417,34,16,65,13,570
Paid,12/20/2021,1,India,8/26/2021,1002345,www.gov.in,1/1/2021,YTD,2,404,37,18,48,13,551
Paid,12/20/2021,1,India,5/13/2021,1002345,www.gov.in,1/1/2021,YTD,3,405,39,13,48,13,561
Paid,12/20/2021,1,India,7/22/2021,1002345,www.gov.in,1/1/2021,YTD,4,416,25,16,86,13,559
Paid,12/20/2021,1,India,9/20/2021,1002345,www.gov.in,1/1/2021,YTD,5,402,38,2,77,13,561
Paid,12/20/2021,1,India,11/18/2021,1002345,www.gov.in,1/1/2021,YTD,5,425,39,2,64,13,576
Paid,12/20/2021,1,India,2/12/2021,1002345,www.gov.in,1/1/2021,YTD,7,404,22,7,80,13,576
Paid,12/20/2021,1,India,1/6/2021,1002345,www.gov.in,1/1/2021,YTD,10,408,21,2,116,13,568
Paid,12/20/2021,1,India,7/11/2021,1002345,www.gov.in,1/1/2021,YTD,10,415,27,2,112,13,571
Paid,12/20/2021,1,India,6/21/2021,1002345,www.gov.in,1/1/2021,YTD,10,426,36,5,93,13,551
Paid,12/20/2021,1,India,6/22/2021,1002345,www.gov.in,1/1/2021,YTD,10,426,22,15,67,13,558
Paid,12/20/2021,1,India,1/13/2021,1002345,www.gov.in,1/1/2021,YTD,12,418,38,4,35,13,564
Paid,12/20/2021,1,India,4/16/2021,1002345,www.gov.in,1/1/2021,YTD,14,417,20,11,75,13,565
Paid,12/20/2021,1,India,11/12/2021,1002345,www.gov.in,1/1/2021,YTD,16,407,35,1,57,13,573
Paid,12/20/2021,1,India,7/26/2021,1002345,www.gov.in,1/1/2021,YTD,16,426,30,2,61,13,572
Paid,12/20/2021,1,India,1/28/2021,1002345,www.gov.in,1/1/2021,YTD,1,411,32,1,70,14,580
Paid,12/20/2021,1,India,1/6/2021,1002345,www.gov.in,1/1/2021,YTD,1,426,30,16,95,14,564
Paid,12/20/2021,1,India,3/4/2021,1002345,www.gov.in,1/1/2021,YTD,2,402,36,7,33,14,578
Paid,12/20/2021,1,India,8/30/2021,1002345,www.gov.in,1/1/2021,YTD,2,423,34,8,32,14,555
Paid,12/20/2021,1,India,5/13/2021,1002345,www.gov.in,1/1/2021,YTD,2,429,36,11,36,14,572
Paid,12/20/2021,1,India,4/1/2021,1002345,www.gov.in,1/1/2021,YTD,4,419,28,1,96,14,554
Paid,12/20/2021,1,India,7/6/2021,1002345,www.gov.in,1/1/2021,YTD,7,415,37,18,114,14,564
Paid,12/20/2021,1,India,12/16/2021,1002345,www.gov.in,1/1/2021,YTD,8,415,21,12,95,14,580
Paid,12/20/2021,1,India,8/20/2021,1002345,www.gov.in,1/1/2021,YTD,10,406,34,17,83,14,577
Paid,12/20/2021,1,India,2/4/2021,1002345,www.gov.in,1/1/2021,YTD,11,408,26,2,39,14,565
Paid,12/20/2021,1,India,12/7/2021,1002345,www.gov.in,1/1/2021,YTD,14,418,20,12,111,14,553
Paid,12/20/2021,1,India,8/6/2021,1002345,www.gov.in,1/1/2021,YTD,14,415,21,16,84,14,566
Paid,12/20/2021,1,India,9/8/2021,1002345,www.gov.in,1/1/2021,YTD,16,428,40,16,57,14,559
Paid,12/20/2021,1,India,6/13/2021,1002345,www.gov.in,1/1/2021,YTD,1,426,40,5,109,15,565
Paid,12/20/2021,1,India,6/1/2021,1002345,www.gov.in,1/1/2021,YTD,2,419,27,6,118,15,573
Paid,12/20/2021,1,India,5/1/2021,1002345,www.gov.in,1/1/2021,YTD,2,418,23,12,51,15,580
Paid,12/20/2021,1,India,10/26/2021,1002345,www.gov.in,1/1/2021,YTD,2,423,39,12,73,15,574
Paid,12/20/2021,1,India,5/8/2021,1002345,www.gov.in,1/1/2021,YTD,4,412,27,15,105,15,561
Paid,12/20/2021,1,India,10/22/2021,1002345,www.gov.in,1/1/2021,YTD,5,406,38,8,47,15,572
Paid,12/20/2021,1,India,11/16/2021,1002345,www.gov.in,1/1/2021,YTD,7,410,39,1,78,15,578
Paid,12/20/2021,1,India,5/20/2021,1002345,www.gov.in,1/1/2021,YTD,11,420,23,10,45,15,558
Paid,12/20/2021,1,India,1/5/2021,1002345,www.gov.in,1/1/2021,YTD,12,412,27,11,100,15,565
Paid,12/20/2021,1,India,4/6/2021,1002345,www.gov.in,1/1/2021,YTD,13,418,38,11,60,15,573
Paid,12/20/2021,1,India,4/23/2021,1002345,www.gov.in,1/1/2021,YTD,13,410,24,17,100,15,580
Paid,12/20/2021,1,India,5/24/2021,1002345,www.gov.in,1/1/2021,YTD,14,407,20,10,87,15,570
Paid,12/20/2021,1,India,3/19/2021,1002345,www.gov.in,1/1/2021,YTD,14,417,38,11,115,15,558
Paid,12/20/2021,1,India,8/30/2021,1002345,www.gov.in,1/1/2021,YTD,15,430,36,2,68,15,579
Paid,12/20/2021,1,India,4/8/2021,1002345,www.gov.in,1/1/2021,YTD,15,415,33,9,49,15,580
Paid,12/20/2021,1,India,6/16/2021,1002345,www.gov.in,1/1/2021,YTD,15,420,32,12,41,15,573
Paid,12/20/2021,1,India,8/16/2021,1002345,www.gov.in,1/1/2021,YTD,16,409,34,3,66,15,562
Paid,12/20/2021,1,India,5/1/2021,1002345,www.gov.in,1/1/2021,YTD,16,422,40,10,48,15,550
Paid,12/20/2021,1,India,12/2/2021,1002345,www.gov.in,10/1/2021,QTD,4,428,23,7,78,1,572
Paid,12/20/2021,1,India,11/12/2021,1002345,www.gov.in,10/1/2021,QTD,6,420,36,6,109,1,569
Paid,12/20/2021,1,India,10/2/2021,1002345,www.gov.in,10/1/2021,QTD,6,407,30,12,111,1,570
Paid,12/20/2021,1,India,11/23/2021,1002345,www.gov.in,10/1/2021,QTD,8,417,23,18,91,1,574
Paid,12/20/2021,1,India,10/14/2021,1002345,www.gov.in,10/1/2021,QTD,9,412,22,2,87,1,570
Paid,12/20/2021,1,India,10/27/2021,1002345,www.gov.in,10/1/2021,QTD,11,414,20,6,114,1,576
Paid,12/20/2021,1,India,11/4/2021,1002345,www.gov.in,10/1/2021,QTD,12,414,21,9,32,1,578
Paid,12/20/2021,1,India,11/18/2021,1002345,www.gov.in,10/1/2021,QTD,16,413,34,6,40,1,560
Paid,12/20/2021,1,India,12/9/2021,1002345,www.gov.in,10/1/2021,QTD,3,405,33,3,100,2,569
Paid,12/20/2021,1,India,10/7/2021,1002345,www.gov.in,10/1/2021,QTD,4,429,29,2,69,2,576
Paid,12/20/2021,1,India,12/12/2021,1002345,www.gov.in,10/1/2021,QTD,6,409,35,14,102,2,567
Paid,12/20/2021,1,India,12/14/2021,1002345,www.gov.in,10/1/2021,QTD,6,416,37,16,30,2,555
Paid,12/20/2021,1,India,11/17/2021,1002345,www.gov.in,10/1/2021,QTD,8,409,35,5,43,2,578
Paid,12/20/2021,1,India,11/25/2021,1002345,www.gov.in,10/1/2021,QTD,11,414,35,2,36,2,565
Paid,12/20/2021,1,India,11/7/2021,1002345,www.gov.in,10/1/2021,QTD,11,426,24,15,34,2,551
Paid,12/20/2021,1,India,10/12/2021,1002345,www.gov.in,10/1/2021,QTD,2,413,29,5,31,3,574
Paid,12/20/2021,1,India,11/9/2021,1002345,www.gov.in,10/1/2021,QTD,8,420,29,6,56,3,556
Paid,12/20/2021,1,India,10/30/2021,1002345,www.gov.in,10/1/2021,QTD,10,422,34,4,61,3,578
Paid,12/20/2021,1,India,10/18/2021,1002345,www.gov.in,10/1/2021,QTD,11,411,37,17,87,3,566
Paid,12/20/2021,1,India,11/18/2021,1002345,www.gov.in,10/1/2021,QTD,15,421,31,2,41,3,578
Paid,12/20/2021,1,India,10/8/2021,1002345,www.gov.in,10/1/2021,QTD,3,429,35,4,113,4,571
Paid,12/20/2021,1,India,11/13/2021,1002345,www.gov.in,10/1/2021,QTD,4,411,40,6,76,4,559
Paid,12/20/2021,1,India,12/8/2021,1002345,www.gov.in,10/1/2021,QTD,5,408,32,13,39,4,575
Paid,12/20/2021,1,India,11/29/2021,1002345,www.gov.in,10/1/2021,QTD,7,405,30,4,55,4,560
Paid,12/20/2021,1,India,11/16/2021,1002345,www.gov.in,10/1/2021,QTD,10,413,39,12,35,4,556
Paid,12/20/2021,1,India,10/13/2021,1002345,www.gov.in,10/1/2021,QTD,14,402,22,14,84,4,579
Paid,12/20/2021,1,India,12/13/2021,1002345,www.gov.in,10/1/2021,QTD,2,427,29,8,99,5,569
Paid,12/20/2021,1,India,10/13/2021,1002345,www.gov.in,10/1/2021,QTD,4,407,29,11,104,5,558
Paid,12/20/2021,1,India,10/17/2021,1002345,www.gov.in,10/1/2021,QTD,7,412,39,6,116,5,567
Paid,12/20/2021,1,India,11/15/2021,1002345,www.gov.in,10/1/2021,QTD,8,411,29,10,32,5,574
Paid,12/20/2021,1,India,10/11/2021,1002345,www.gov.in,10/1/2021,QTD,9,404,29,14,103,5,557
Paid,12/20/2021,1,India,11/20/2021,1002345,www.gov.in,10/1/2021,QTD,14,409,32,12,76,5,580
Paid,12/20/2021,1,India,11/27/2021,1002345,www.gov.in,10/1/2021,QTD,4,426,32,9,52,6,563
Paid,12/20/2021,1,India,10/3/2021,1002345,www.gov.in,10/1/2021,QTD,12,428,35,7,47,6,572
Paid,12/20/2021,1,India,12/9/2021,1002345,www.gov.in,10/1/2021,QTD,13,401,23,5,68,6,556
Paid,12/20/2021,1,India,11/27/2021,1002345,www.gov.in,10/1/2021,QTD,3,406,37,9,54,7,575
Paid,12/20/2021,1,India,11/25/2021,1002345,www.gov.in,10/1/2021,QTD,6,405,32,16,52,7,573
Paid,12/20/2021,1,India,11/30/2021,1002345,www.gov.in,10/1/2021,QTD,7,411,22,13,58,7,573
Paid,12/20/2021,1,India,11/10/2021,1002345,www.gov.in,10/1/2021,QTD,10,430,39,1,87,7,550
Paid,12/20/2021,1,India,12/7/2021,1002345,www.gov.in,10/1/2021,QTD,14,409,40,16,84,7,565
Paid,12/20/2021,1,India,10/25/2021,1002345,www.gov.in,10/1/2021,QTD,16,426,23,14,108,7,575
Paid,12/20/2021,1,India,11/29/2021,1002345,www.gov.in,10/1/2021,QTD,3,415,29,17,98,8,551
Paid,12/20/2021,1,India,11/20/2021,1002345,www.gov.in,10/1/2021,QTD,10,403,28,18,48,8,561
Paid,12/20/2021,1,India,11/10/2021,1002345,www.gov.in,10/1/2021,QTD,11,412,39,14,41,8,567
Paid,12/20/2021,1,India,12/15/2021,1002345,www.gov.in,10/1/2021,QTD,14,404,23,17,33,8,568
Paid,12/20/2021,1,India,12/16/2021,1002345,www.gov.in,10/1/2021,QTD,16,422,20,11,118,8,566
Paid,12/20/2021,1,India,11/18/2021,1002345,www.gov.in,10/1/2021,QTD,16,403,34,16,96,8,563
Paid,12/20/2021,1,India,10/2/2021,1002345,www.gov.in,10/1/2021,QTD,2,414,34,9,84,9,555
Paid,12/20/2021,1,India,12/1/2021,1002345,www.gov.in,10/1/2021,QTD,6,422,21,3,71,9,561
Paid,12/20/2021,1,India,11/4/2021,1002345,www.gov.in,10/1/2021,QTD,7,420,23,8,113,9,551
Paid,12/20/2021,1,India,11/27/2021,1002345,www.gov.in,10/1/2021,QTD,7,402,39,17,46,9,562
Paid,12/20/2021,1,India,11/3/2021,1002345,www.gov.in,10/1/2021,QTD,12,400,28,13,82,9,555
Paid,12/20/2021,1,India,12/8/2021,1002345,www.gov.in,10/1/2021,QTD,13,402,34,3,68,9,570
Paid,12/20/2021,1,India,12/13/2021,1002345,www.gov.in,10/1/2021,QTD,1,425,24,7,96,10,565
Paid,12/20/2021,1,India,11/13/2021,1002345,www.gov.in,10/1/2021,QTD,6,428,39,3,42,10,551
Paid,12/20/2021,1,India,10/24/2021,1002345,www.gov.in,10/1/2021,QTD,11,416,33,5,58,10,553
Paid,12/20/2021,1,India,11/18/2021,1002345,www.gov.in,10/1/2021,QTD,14,410,37,3,119,10,555
Paid,12/20/2021,1,India,10/25/2021,1002345,www.gov.in,10/1/2021,QTD,16,425,35,16,106,10,550
Paid,12/20/2021,1,India,10/31/2021,1002345,www.gov.in,10/1/2021,QTD,3,424,20,9,97,11,578
Paid,12/20/2021,1,India,10/5/2021,1002345,www.gov.in,10/1/2021,QTD,5,427,30,14,79,11,578
Paid,12/20/2021,1,India,12/1/2021,1002345,www.gov.in,10/1/2021,QTD,6,410,23,14,109,11,554
Paid,12/20/2021,1,India,11/14/2021,1002345,www.gov.in,10/1/2021,QTD,12,426,35,2,55,11,569
Paid,12/20/2021,1,India,10/22/2021,1002345,www.gov.in,10/1/2021,QTD,13,406,30,11,43,11,580
Paid,12/20/2021,1,India,12/7/2021,1002345,www.gov.in,10/1/2021,QTD,14,409,34,17,61,11,562
Paid,12/20/2021,1,India,10/8/2021,1002345,www.gov.in,10/1/2021,QTD,2,418,37,2,83,12,552
Paid,12/20/2021,1,India,11/5/2021,1002345,www.gov.in,10/1/2021,QTD,8,408,21,8,65,12,579
Paid,12/20/2021,1,India,10/13/2021,1002345,www.gov.in,10/1/2021,QTD,12,415,20,3,109,12,556
Paid,12/20/2021,1,India,10/29/2021,1002345,www.gov.in,10/1/2021,QTD,12,424,21,9,39,12,556
Paid,12/20/2021,1,India,12/4/2021,1002345,www.gov.in,10/1/2021,QTD,14,425,24,15,44,12,573
Paid,12/20/2021,1,India,11/28/2021,1002345,www.gov.in,10/1/2021,QTD,15,423,25,18,74,12,576
Paid,12/20/2021,1,India,12/3/2021,1002345,www.gov.in,10/1/2021,QTD,3,428,39,17,92,13,572
Paid,12/20/2021,1,India,11/16/2021,1002345,www.gov.in,10/1/2021,QTD,5,405,35,5,71,13,562
Paid,12/20/2021,1,India,10/20/2021,1002345,www.gov.in,10/1/2021,QTD,11,427,39,11,55,13,578
Paid,12/20/2021,1,India,12/10/2021,1002345,www.gov.in,10/1/2021,QTD,13,430,35,12,62,13,560
Paid,12/20/2021,1,India,10/7/2021,1002345,www.gov.in,10/1/2021,QTD,15,427,26,12,106,13,557
Paid,12/20/2021,1,India,11/12/2021,1002345,www.gov.in,10/1/2021,QTD,5,425,23,1,66,14,556
Paid,12/20/2021,1,India,12/17/2021,1002345,www.gov.in,10/1/2021,QTD,6,414,23,2,35,14,569
Paid,12/20/2021,1,India,10/25/2021,1002345,www.gov.in,10/1/2021,QTD,6,405,34,15,70,14,574
Paid,12/20/2021,1,India,12/14/2021,1002345,www.gov.in,10/1/2021,QTD,7,403,20,2,35,14,556
Paid,12/20/2021,1,India,10/21/2021,1002345,www.gov.in,10/1/2021,QTD,7,416,29,17,79,14,564
Paid,12/20/2021,1,India,10/30/2021,1002345,www.gov.in,10/1/2021,QTD,9,410,28,14,57,14,562
Paid,12/20/2021,1,India,10/15/2021,1002345,www.gov.in,10/1/2021,QTD,8,401,40,12,100,15,568
Paid,12/20/2021,1,India,10/26/2021,1002345,www.gov.in,10/1/2021,QTD,9,418,28,2,82,15,575
Paid,12/20/2021,1,India,11/2/2021,1002345,www.gov.in,10/1/2021,QTD,13,410,20,15,74,15,556
Paid,12/20/2021,1,India,12/13/2021,1002345,www.gov.in,12/1/2021,MTD,9,405,34,6,107,1,564
Paid,12/20/2021,1,India,12/13/2021,1002345,www.gov.in,12/1/2021,MTD,16,405,22,10,58,1,578
Paid,12/20/2021,1,India,12/12/2021,1002345,www.gov.in,12/1/2021,MTD,15,429,20,10,52,3,557
Paid,12/20/2021,1,India,12/1/2021,1002345,www.gov.in,12/1/2021,MTD,13,428,33,9,110,5,571
Paid,12/20/2021,1,India,12/14/2021,1002345,www.gov.in,12/1/2021,MTD,15,409,20,18,63,6,553
Paid,12/20/2021,1,India,12/4/2021,1002345,www.gov.in,12/1/2021,MTD,5,403,29,13,46,7,554
Paid,12/20/2021,1,India,12/8/2021,1002345,www.gov.in,12/1/2021,MTD,14,419,22,16,86,7,576
Paid,12/20/2021,1,India,12/17/2021,1002345,www.gov.in,12/1/2021,MTD,14,419,31,11,81,9,551
Paid,12/20/2021,1,India,12/15/2021,1002345,www.gov.in,12/1/2021,MTD,16,419,36,16,48,9,552
Paid,12/20/2021,1,India,12/16/2021,1002345,www.gov.in,12/1/2021,MTD,7,403,36,9,42,10,555
Paid,12/20/2021,1,India,12/7/2021,1002345,www.gov.in,12/1/2021,MTD,8,406,23,14,49,10,569
Paid,12/20/2021,1,India,12/1/2021,1002345,www.gov.in,12/1/2021,MTD,10,408,32,18,68,10,558
Paid,12/20/2021,1,India,12/14/2021,1002345,www.gov.in,12/1/2021,MTD,12,418,22,8,60,10,568
Paid,12/20/2021,1,India,12/3/2021,1002345,www.gov.in,12/1/2021,MTD,13,419,39,4,90,10,561
Paid,12/20/2021,1,India,12/7/2021,1002345,www.gov.in,12/1/2021,MTD,14,406,40,6,45,10,577
Paid,12/20/2021,1,India,12/9/2021,1002345,www.gov.in,12/1/2021,MTD,3,418,20,16,41,11,559
Paid,12/20/2021,1,India,12/10/2021,1002345,www.gov.in,12/1/2021,MTD,10,406,33,1,101,11,570
Paid,12/20/2021,1,India,12/8/2021,1002345,www.gov.in,12/1/2021,MTD,13,409,39,7,111,11,550
Paid,12/20/2021,1,India,12/9/2021,1002345,www.gov.in,12/1/2021,MTD,2,415,33,3,102,13,553
Paid,12/20/2021,1,India,12/2/2021,1002345,www.gov.in,12/1/2021,MTD,5,417,34,18,33,14,562
refferal,12/31/2020,1,India,12/5/2020,1002345,www.gov.in,12/1/2020,M12,2,408,23,10,47,1,564
refferal,12/31/2020,1,India,12/11/2020,1002345,www.gov.in,12/1/2020,M12,4,414,36,7,59,1,568
refferal,12/31/2020,1,India,12/24/2020,1002345,www.gov.in,12/1/2020,M12,3,420,20,10,57,5,576
refferal,12/31/2020,1,India,12/7/2020,1002345,www.gov.in,12/1/2020,M12,5,416,23,4,60,5,576
refferal,12/31/2020,1,India,12/22/2020,1002345,www.gov.in,12/1/2020,M12,6,425,28,14,100,5,564
refferal,12/31/2020,1,India,12/11/2020,1002345,www.gov.in,12/1/2020,M12,11,422,34,6,60,5,560
refferal,12/31/2020,1,India,12/14/2020,1002345,www.gov.in,12/1/2020,M12,4,415,38,16,96,6,576
refferal,12/31/2020,1,India,12/15/2020,1002345,www.gov.in,12/1/2020,M12,14,426,20,13,52,6,565
refferal,12/31/2020,1,India,12/27/2020,1002345,www.gov.in,12/1/2020,M12,1,400,37,1,67,7,569
refferal,12/31/2020,1,India,12/30/2020,1002345,www.gov.in,12/1/2020,M12,13,412,38,2,83,7,557
refferal,12/31/2020,1,India,12/23/2020,1002345,www.gov.in,12/1/2020,M12,2,405,29,5,117,8,558
refferal,12/31/2020,1,India,12/5/2020,1002345,www.gov.in,12/1/2020,M12,6,401,31,8,49,8,557
refferal,12/31/2020,1,India,12/22/2020,1002345,www.gov.in,12/1/2020,M12,3,402,32,15,105,9,554
refferal,12/31/2020,1,India,12/29/2020,1002345,www.gov.in,12/1/2020,M12,10,410,28,9,65,9,566
refferal,12/31/2020,1,India,12/18/2020,1002345,www.gov.in,12/1/2020,M12,8,420,40,14,42,11,552
refferal,12/31/2020,1,India,12/7/2020,1002345,www.gov.in,12/1/2020,M12,11,411,32,7,93,12,561
refferal,12/31/2020,1,India,12/14/2020,1002345,www.gov.in,12/1/2020,M12,12,400,34,10,115,12,576
refferal,12/31/2020,1,India,12/17/2020,1002345,www.gov.in,12/1/2020,M12,2,419,36,10,68,13,560
refferal,12/31/2020,1,India,12/10/2020,1002345,www.gov.in,12/1/2020,M12,14,415,28,1,109,14,559
refferal,1/31/2021,1,India,1/14/2021,1002345,www.gov.in,1/1/2021,M11,1,400,34,8,59,1,555
refferal,1/31/2021,1,India,1/5/2021,1002345,www.gov.in,1/1/2021,M11,5,428,27,11,89,1,578
